county,county_code,state,pop_total,pct_aian,pct_asian,pct_black,pct_nonwhite,pct_white,pm_24hr
Delaware County,42045,Pennsylvania,558979,0.00156356499975849,0.0470089216231737,0.197252490701797,0.275047899831657,0.724952100168343,23
Erie County,42049,Pennsylvania,280566,0.00201735064120385,0.0109671164717036,0.0718369296350948,0.117608691003186,0.882391308996814,16
Fayette County,42051,Pennsylvania,136606,0.00134693937308757,0.00296473068532861,0.0463010409498851,0.0672591247822204,0.93274087521778,17
Greene County,42059,Pennsylvania,38686,0.00173189267435248,0.00292095331644523,0.033138603112237,0.0543349015147599,0.94566509848524,14
Lackawanna County,42069,Pennsylvania,214437,0.0015389135270499,0.0169933360380904,0.0252894789611867,0.0799348992944315,0.920065100705569,19
Lancaster County,42071,Pennsylvania,519445,0.00230053229889594,0.0189817978804301,0.0366448805937106,0.1141102522885,0.8858897477115,28
Lycoming County,42081,Pennsylvania,116111,0.00186890130995341,0.00577895289851952,0.0448105691967169,0.0735330847206552,0.926466915279345,19
Mercer County,42085,Pennsylvania,116638,0.00133747149299542,0.00624153363397863,0.0576655978326103,0.0835748212417908,0.916425178758209,18
Montgomery County,42091,Pennsylvania,799874,0.00146773116765891,0.0644664034585447,0.0867024056288866,0.188595953862733,0.811404046137267,21
Philadelphia County,42101,Pennsylvania,1526006,0.00458451670570103,0.0631747188412103,0.433706682673594,0.589633985711721,0.410366014288279,25
Susquehanna County,42115,Pennsylvania,43356,0.00131469692776086,0.00283697758095765,0.00359811790755605,0.019512870190977,0.980487129809023,14
Tioga County,42117,Pennsylvania,41981,0.00216764726900264,0.00435911483766466,0.00793215978657012,0.0268931183154284,0.973106881684572,14
Washington County,42125,Pennsylvania,207820,0.00120777595996535,0.00638533346164951,0.0325137137907805,0.0585266095659706,0.94147339043403,17
Westmoreland County,42129,Pennsylvania,365169,0.000961198787410761,0.00740479065857178,0.0234466781134215,0.0465181874693635,0.953481812530636,16
Wyoming County,42131,Pennsylvania,28276,0.00190974678172302,0.00335973970858679,0.00735606167774791,0.0258523129155468,0.974147687084453,17
York County,42133,Pennsylvania,434972,0.00216565663996763,0.0124306851935297,0.0559668208528365,0.11457519104678,0.88542480895322,26
Kent County,44003,Rhode Island,166158,0.00263002684192154,0.0203300473043729,0.0144741751826575,0.0658349282008691,0.934165071799131,10
Providence County,44007,Rhode Island,626667,0.0065792518195469,0.0367116826001688,0.0846382528519932,0.265905177710012,0.734094822289988,20
Washington County,44009,Rhode Island,126979,0.00868647571645705,0.0162940328715772,0.011671221225557,0.0617661188070468,0.938233881192953,11
Charleston County,45019,South Carolina,350209,0.00304960752008087,0.0134748107558629,0.297647975922949,0.357783494998701,0.642216505001299,16
Chesterfield County,45025,South Carolina,46734,0.00507125433303377,0.00368040398853083,0.326379081610819,0.371934779817692,0.628065220182308,14
Edgefield County,45037,South Carolina,26985,0.0024828608486196,0.00352047433759496,0.371687974800815,0.413563090605892,0.586436909394108,17
Florence County,45041,South Carolina,136885,0.00338970668809585,0.0122073273185521,0.4127990649085,0.451247397450415,0.548752602549586,15
Greenville County,45045,South Carolina,451225,0.0031048811568508,0.0196110587844202,0.180612776331099,0.261822815668458,0.738177184331542,20
Lexington County,45063,South Carolina,262391,0.00432179457374681,0.0142116154898606,0.14300033156625,0.207202228734979,0.792797771265021,17
Richland County,45079,South Carolina,384504,0.00319892640908807,0.022231238166573,0.459131764559016,0.526730541164721,0.473269458835279,16
Spartanburg County,45083,South Carolina,284307,0.00268723598082355,0.0202105470494923,0.205992114158287,0.27655667992698,0.72344332007302,17
York County,45091,South Carolina,226073,0.00855475886107585,0.0150968934813091,0.190217319184511,0.251754964104515,0.748245035895485,15
Brookings County,46011,South Dakota,31965,0.00882214922571563,0.0271859846707336,0.00794619114656656,0.0676677616142656,0.932332238385735,16
Brown County,46013,South Dakota,36531,0.0302482822808026,0.00971777394541622,0.00531055815608661,0.0677233034956612,0.932276696504339,15
Codington County,46029,South Dakota,27227,0.0198699820031586,0.0044808462188269,0.00341572703566313,0.0468652440592059,0.953134755940794,16
Custer County,46033,South Dakota,8216,0.0292112950340798,0.00352969814995131,0.00182570593962999,0.058300876338851,0.941699123661149,16
Hughes County,46065,South Dakota,17022,0.104511808248149,0.00534602279403125,0.00493479027141347,0.142697685348373,0.857302314651627,13
Jackson County,46071,South Dakota,3031,0.519630484988453,0.000329924117452986,0.00197954470471792,0.572748267898383,0.427251732101617,17
Minnehaha County,46099,South Dakota,169468,0.0247657374843628,0.0148051549555078,0.0378065475487998,0.119479783793991,0.88052021620601,16
Pennington County,46103,South Dakota,100948,0.0965645678963427,0.0104212069580378,0.0104013947775092,0.16442128620676,0.83557871379324,23
Union County,46127,South Dakota,14399,0.00555594138481839,0.00895895548301965,0.00659768039447184,0.0445169803458574,0.955483019654143,17
Blount County,47009,Tennessee,123010,0.00348752133972848,0.00711324282578652,0.0274774408584668,0.0651735631249492,0.934826436875051,15
Davidson County,47037,Tennessee,626681,0.00333662581121815,0.0303615396030835,0.277222382679545,0.385590116821796,0.614409883178204,20
Dyer County,47045,Tennessee,38335,0.00213903743315508,0.00493022042519891,0.142872049041346,0.18007043172036,0.81992956827964,15
Hamilton County,47065,Tennessee,336463,0.00346249067505194,0.0175710256402636,0.201805250503027,0.260792419968912,0.739207580031088,20
Knox County,47093,Tennessee,432226,0.00289431917561646,0.0187286280788291,0.0880210815638115,0.144442953454906,0.855557046545095,20
Lawrence County,47099,Tennessee,41869,0.00363037091881822,0.00288996632353292,0.0153335403281664,0.0434450309298049,0.956554969070195,14
Loudon County,47105,Tennessee,48556,0.00280088969437351,0.00591070104621468,0.0109770162286844,0.0662533981382321,0.933746601861768,14
McMinn County,47107,Tennessee,52266,0.00340565568438373,0.0074235640760724,0.0395285654153752,0.0825010523093407,0.917498947690659,16
Madison County,47113,Tennessee,98294,0.00187193521476387,0.00933932895191975,0.362545018007203,0.407634240136733,0.592365759863267,16
Maury County,47119,Tennessee,80956,0.00327338307228618,0.0060403181975394,0.125426157418845,0.176379761845941,0.823620238154059,14
Montgomery County,47125,Tennessee,172331,0.00573315306009946,0.0207159477981327,0.191387504279555,0.290110310971328,0.709889689028672,15
Putnam County,47141,Tennessee,72321,0.00438323585127418,0.0116978470983532,0.0201186377400755,0.0799905974751455,0.920009402524854,14
Roane County,47145,Tennessee,54181,0.00332219781842343,0.00513094996400952,0.0265775825473875,0.0558129233495137,0.944187076650486,15
Shelby County,47157,Tennessee,927644,0.00245676143003135,0.0230594926501977,0.521084597108374,0.5943810341036,0.4056189658964,20
Sullivan County,47163,Tennessee,156823,0.00265267212079861,0.00563692825669704,0.0212277535820639,0.0485579283650995,0.9514420716349,13
Sumner County,47165,Tennessee,160645,0.00287590650191416,0.0101963957795138,0.0641850042018115,0.110809549005571,0.889190450994429,15
Bell County,48027,Texas,310235,0.00804551388463584,0.02819797895144,0.214998307734459,0.385778522732767,0.614221477267233,21
Bexar County,48029,Texas,1714773,0.00844135054610727,0.0243408311187545,0.0751656341684876,0.270893581832697,0.729106418167303,23
Bowie County,48037,Texas,92565,0.00749743423540215,0.00792956300977691,0.241851671798196,0.312472316750392,0.687527683249608,21
Brazos County,48041,Texas,194851,0.00443928950839359,0.0517472325007313,0.109899358997388,0.26706047184772,0.732939528152281,21
Cameron County,48061,Texas,406220,0.00415538378218699,0.00661956575254788,0.00530500713898873,0.129971444045099,0.870028555954901,36
Dallas County,48113,Texas,2368139,0.00723479491702134,0.0503559968397125,0.223044339880387,0.464617152962727,0.535382847037273,21
Denton County,48121,Texas,662614,0.00686825210454352,0.0656158789280033,0.0838104839318215,0.249548002306018,0.750451997693982,20
Ector County,48135,Texas,137130,0.00985196528841246,0.00787573835047036,0.0447823233428134,0.236833661489098,0.763166338510902,20
Ellis County,48139,Texas,149610,0.00596885234944188,0.00568812245170777,0.0901142971726489,0.213541875543079,0.786458124456921,19
El Paso County,48141,Texas,800647,0.00750268220576609,0.0103466321612396,0.031054884362272,0.179422392140357,0.820577607859643,24
Galveston County,48167,Texas,291309,0.00600050118602584,0.0298308668801856,0.137695711426698,0.2753811245104,0.7246188754896,28
Harris County,48201,Texas,4092459,0.00678394090203469,0.0618288417794778,0.189492918560699,0.433529816670124,0.566470183329876,34
