year,month,day,wday,pct_delayed,n_delayed,n_flights,pct_weather_delays,pct_security_delays,is_weekend,time
2008,6,6,5,50.0748808713411,3678,7369,3.98968652463021,0.230696159587461,0,158
2008,6,7,6,41.3894324853229,2115,5136,2.94003115264798,0.350467289719626,1,159
2008,6,8,7,53.6893781612615,3609,6824,7.29777256740914,0.33704572098476,1,160
2008,6,9,1,50.5956112852665,4035,8024,7.04137587238285,0.411266201395813,0,161
2008,6,10,2,45.7297455396315,3127,6875,7.41818181818182,0.218181818181818,0,162
2008,6,11,3,43.1384807752423,2760,6422,4.60915602616008,0.140143257552164,0,163
2008,6,12,4,39.2857142857143,2684,6852,3.47343841214244,0.364856976065382,0,164
2008,6,13,5,51.6839864780268,4128,8009,5.9807716319141,0.324634785865901,0,165
2008,6,14,6,43.2477064220184,2357,5515,5.14959202175884,0.471441523118767,1,166
2008,6,15,7,48.5452371462734,3654,7552,4.05190677966102,0.291313559322034,1,167
2008,6,16,1,49.438202247191,3828,7780,4.84575835475578,0.244215938303342,0,168
2008,6,17,2,44.4744363289933,2801,6316,8.51804939835339,0.237492083597213,0,169
2008,6,18,3,40.1209677419355,2189,5500,5.92727272727273,0.254545454545455,0,170
2008,6,19,4,50.0619920099187,3634,7281,14.7781898090922,0.3845625600879,0,171
2008,6,20,5,40.7988809449798,2625,6450,4.26356589147287,0.263565891472868,0,172
2008,6,21,6,39.9058482708673,2204,5550,6.66666666666667,0.468468468468469,1,173
2008,6,22,7,55.7653405259609,4135,7446,7.44023636852001,0.255170561375235,1,174
2008,6,23,1,49.6293504209072,3950,7970,5.20702634880803,0.326223337515684,0,175
2008,6,24,2,40.1176470588235,2387,5966,3.78813275226282,0.234663090848139,0,176
2008,6,25,3,43.6454588088166,2792,6443,4.92006829116871,0.139686481452739,0,177
2008,6,26,4,56.3344701275736,4460,7973,7.85149880847862,0.163050294744764,0,178
2008,6,27,5,49.7849462365592,4167,8407,4.53193767098846,0.190317592482455,0,179
2008,6,28,6,45.8749168330007,2758,6087,7.26137670445211,0.509282076556596,1,180
2008,6,29,7,56.1956957625986,4204,7543,8.0471960758319,0.265146493437624,1,181
2008,6,30,1,35.9252461204739,2153,6001,2.71621396433928,0.199966672221296,0,182
2008,7,1,2,31.4566577301162,1408,4483,1.40530894490297,0.22306491188936,0,183
2008,7,2,3,45.4511558538404,2438,5397,7.39299610894942,0.685566055215861,0,184
2008,7,3,4,33.6754836162653,1706,5072,2.58280757097792,0.157728706624606,0,185
2008,7,4,5,29.7250109122654,681,2296,3.65853658536585,0.0435540069686411,0,186
2008,7,5,6,37.8416062465142,1357,3599,6.36287857738261,0.555709919422062,1,187
2008,7,6,7,55.1164537941398,3668,6688,9.30023923444976,0.164473684210526,1,188
2008,7,7,1,51.1150864639237,4286,8409,4.35247948626472,0.237840409085504,0,189
2008,7,8,2,56.3504823151125,4206,7532,7.81996813595327,0.38502389803505,0,190
2008,7,9,3,50.0852052672347,3233,6484,5.53670573719926,0.246761258482418,0,191
2008,7,10,4,54.3354481861071,3340,6203,12.4455908431404,0.225697243269386,0,192
2008,7,11,5,38.4640522875817,2354,6130,2.88743882544861,0.146818923327896,0,193
2008,7,12,6,40.1872340425532,2361,5888,5.28192934782609,0.186820652173913,1,194
2008,7,13,7,61.1963406052076,4348,7150,9.13286713286713,0.195804195804196,1,195
2008,7,14,1,40.5527272727273,2788,6883,2.78948133081505,0.101699840185965,0,196
2008,7,15,2,38.3414436334144,1891,4946,6.79336837848767,0.222401940962394,0,197
2008,7,16,3,34.119982355536,1547,4542,1.89343901365037,0.286217525319243,0,198
2008,7,17,4,37.3972864513663,1957,5239,3.28306928803207,0.171788509257492,0,199
2008,7,18,5,41.9855048036407,2491,5946,2.87588294651867,0.319542549613185,0,200
2008,7,19,6,38.1071703932151,1977,5191,2.65844731265652,0.346753997303024,1,201
2008,7,20,7,48.352,3022,6269,4.45047056946881,0.223321103844313,1,202
2008,7,21,1,39.3115650635355,2444,6239,3.23769834909441,0.256451354383715,0,203
2008,7,22,2,46.5689655172414,2701,5856,5.08879781420765,0.495218579234973,0,204
2008,7,23,3,52.8637770897833,3415,6576,9.0632603406326,0.106447688564477,0,205
2008,7,24,4,49.5882206139256,3974,8040,7.45024875621891,0.721393034825871,0,206
2008,7,25,5,36.9076923076923,2399,6510,3.36405529953917,0.537634408602151,0,207
2008,7,26,6,36.3888296738435,1707,4709,3.82246761520493,0.254831174346995,1,208
2008,7,27,7,53.0548068283917,3543,6713,7.3737524206763,0.223447043050797,1,209
2008,7,28,1,40.0624691763932,2437,6088,2.38173455978975,0.279237844940867,0,210
2008,7,29,2,42.907507258399,2069,4840,2.85123966942149,0.18595041322314,0,211
2008,7,30,3,39.1520312222814,2207,5661,6.50061826532415,0.158982511923688,0,212
2008,7,31,4,52.8289025221541,3875,7366,8.44420309530274,0.176486559869671,0,213
2008,8,1,5,40.4631578947368,2883,7138,3.72653404314934,0.154104791258056,0,214
2008,8,2,6,45.7755562721703,2839,6238,6.28406540557871,0.288554023725553,1,215
2008,8,3,7,37.5486381322957,2316,6180,4.41747572815534,0.11326860841424,1,216
2008,8,4,1,47.5054545454546,3266,6981,7.34851740438333,0.429737859905458,0,217
2008,8,5,2,41.7597141581063,2805,6745,6.73091178650853,0.148257968865827,0,218
2008,8,6,3,38.5509838998211,2155,5611,4.15255747638567,0.196043486009624,0,219
2008,8,7,4,54.3799772468715,3824,7084,6.8746470920384,0.141163184641446,0,220
2008,8,8,5,43.691663984551,2715,6236,3.49583066067992,0.272610647851187,0,221
2008,8,9,6,34.4291338582677,1749,5089,2.35802711731185,0.255452937708784,1,222
2008,8,10,7,48.6495281483892,2990,6183,5.83858968138444,0.194080543425522,1,223
2008,8,11,1,47.2417401704291,3160,6712,5.66150178784267,0.193682955899881,0,224
2008,8,12,2,35.3700189753321,1864,5275,2.29383886255924,0.360189573459716,0,225
2008,8,13,3,33.2358235823582,1477,4455,1.88552188552189,0.336700336700337,0,226
2008,8,14,4,46.5601742603013,2565,5564,9.07620416966211,0.287562904385334,0,227
2008,8,15,5,51.9510624597553,4034,7847,10.5518032369058,0.229387026889257,0,228
2008,8,16,6,41.109709962169,2282,5563,6.18371382347654,0.323566420995866,1,229
2008,8,17,7,31.8100890207715,1608,5062,1.36309758988542,0.493875938364283,1,230
2008,8,18,1,35.9254759011746,1774,4946,3.69995956328346,0.202183582693085,0,231
2008,8,19,2,33.6821266968326,1191,3539,1.58236790053687,0.0565131393048884,0,232
2008,8,20,3,46.5806955842126,2384,5130,7.71929824561404,0.233918128654971,0,233
2008,8,21,4,42.4952015355086,2214,5228,7.05814843152257,0.0956388676358072,0,234
2008,8,22,5,39.6630615640599,1907,4821,4.08628915162829,0.207425845260319,0,235
2008,8,23,6,32.3853743470691,1116,3459,4.94362532523851,0.433651344319167,1,236
2008,8,24,7,32.10840606339,1398,4362,3.46171480972031,0.114626318202659,1,237
2008,8,25,1,47.9286169534736,2256,4722,8.04743752647184,0.190597204574333,0,238
2008,8,26,2,49.8831030818279,2347,4711,3.29017193801741,0.127361494374867,0,239
2008,8,27,3,32.6215228996909,1161,3570,2.74509803921569,0.252100840336134,0,240
2008,8,28,4,32.4825986078886,1400,4327,3.14305523457361,0.161774901779524,0,241
2008,8,29,5,38.8056872037915,2047,5286,9.76163450624291,0.132425274309497,0,242
2008,8,30,6,27.5622254758419,753,2735,2.74223034734918,0.255941499085923,1,243
2008,8,31,7,25.5965292841649,472,1849,2.16333153055706,0.0540832882639265,1,244
2008,9,1,1,27.8166278166278,716,2580,1.78294573643411,0.0775193798449612,0,245
2008,9,2,2,31.0459940652819,837,2701,1.59200296186598,0.296186597556461,0,246
2008,9,3,3,29.3103448275862,629,2148,4.05027932960894,0.232774674115456,0,247
2008,9,4,4,47.9304347826087,1378,2880,2.74305555555556,0.243055555555556,0,248
2008,9,5,5,29.5197740112994,836,2834,1.23500352858151,0.211714890613973,0,249
2008,9,6,6,38.7745974955277,867,2250,4.35555555555556,0.311111111111111,1,250
2008,9,7,7,31.1835334476844,909,2921,1.12975008558713,0.171174255391989,1,251
2008,9,8,1,48.5762959357508,1996,4117,7.45688608209862,0.218605780908428,0,252
2008,9,9,2,50.5159705159705,2056,4084,5.87659157688541,0.0244857982370225,0,253
2008,9,10,3,33.0638641875505,818,2477,2.05894226887364,0.161485668146952,0,254
2008,9,11,4,33.5407086827157,1240,3704,3.02375809935205,0.296976241900648,0,255
2008,9,12,5,48.2640762727109,2683,5568,4.29238505747126,0.21551724137931,0,256
2008,9,13,6,45.4981170831907,1329,2928,8.98224043715847,0.239071038251366,1,257
2008,9,14,7,46.5762415226428,2129,4583,4.53851189177395,0.196377918394065,1,258
2008,9,15,1,34.9109653233365,1490,4271,1.96675251697495,0.257550924841957,0,259
2008,9,16,2,32.1108076472883,823,2566,0.818394388152767,0.19485580670304,0,260
2008,9,17,3,29.6076099881094,747,2528,1.85917721518987,0.118670886075949,0,261
2008,9,18,4,26.5954000647878,821,3090,1.42394822006473,0.258899676375405,0,262
2008,9,19,5,27.8197674418605,957,3443,1.30699970955562,0.203311065930874,0,263
2008,9,20,6,23.8070267435763,454,1908,1.25786163522013,0.209643605870021,1,264
2008,9,21,7,32.5978460730234,1241,3814,1.80912427897221,0.314630309386471,1,265
2008,9,22,1,29.5092216317599,944,3203,1.40493287542929,0.343428036216047,0,266
2008,9,23,2,29.1891891891892,594,2037,3.28915071183112,0.245459008345606,0,267
2008,9,24,3,33.5137085137085,929,2774,3.96539293439077,0.360490266762797,0,268
2008,9,25,4,37.5062845651081,1492,3989,2.05565304587616,0.2256204562547,0,269
2008,9,26,5,43.2939258051366,2124,4917,4.43359772218833,0.12202562538133,0,270
2008,9,27,6,32.4450084602369,767,2368,2.61824324324324,0.253378378378378,1,271
2008,9,28,7,39.3213572854291,1379,3528,5.15873015873016,0.0850340136054422,1,272
2008,9,29,1,38.1436536569367,1163,3051,1.54047853162897,0.0327761389708292,0,273
2008,9,30,2,32.7168648172611,743,2277,3.16205533596838,0.0878348704435661,0,274
2008,10,1,3,27.8053177106805,617,2224,1.61870503597122,0.0449640287769784,0,275
2008,10,2,4,32.998266897747,952,2892,1.31396957123098,0.20746887966805,0,276
2008,10,3,5,33.7964275588319,1192,3533,1.75488253608831,0.141522785168412,0,277
2008,10,4,6,29.8780487804878,539,1806,0.8859357696567,0.110741971207087,1,278
2008,10,5,7,32.4539708711184,1181,3651,3.67022733497672,0.438236099698713,1,279
2008,10,6,1,26.8596555514841,733,2738,1.89919649379109,0.182615047479912,0,280
2008,10,7,2,36.1796098638204,983,2723,2.97466030113845,0.220345207491737,0,281
2008,10,8,3,43.8329646017699,1585,3641,3.87256248283439,0.109859928591046,0,282
2008,10,9,4,31.0907237512742,1220,3936,2.84552845528455,0.152439024390244,0,283
2008,10,10,5,27.4284316124297,1121,4094,1.02589154860772,0.439667806546165,0,284
2008,10,11,6,27.8961642774119,720,2596,2.42681047765794,0.192604006163328,1,285
2008,10,12,7,27.0029673590504,1001,3714,1.42703284868067,0.350026925148088,1,286
2008,10,13,1,25.3050552004648,871,3454,0.984365952518819,0.376375217139548,0,287
2008,10,14,2,24.0079365079365,605,2526,0.63341250989707,0.118764845605701,0,288
2008,10,15,3,43.5316593886463,1595,3685,5.10176390773406,0.162822252374491,0,289
2008,10,16,4,36.1993047508691,1562,4324,2.49768732654949,0.393154486586494,0,290
2008,10,17,5,31.2709832134293,1304,4176,2.37068965517241,0.311302681992337,0,291
2008,10,18,6,22.9263266357548,445,1945,1.33676092544987,0.308483290488432,1,292
2008,10,19,7,26.1389521640091,918,3518,0.653780557134736,0.341102899374645,1,293
2008,10,20,1,25.2227342549923,821,3260,0.674846625766871,0.0920245398773006,0,294
2008,10,21,2,32.6050420168067,776,2382,2.05709487825357,0.0839630562552477,0,295
2008,10,22,3,35.5574565155403,1247,3542,4.6583850931677,0.282326369282891,0,296
2008,10,23,4,25.5909840571743,931,3641,0.988739357319418,0.219719857182093,0,297
2008,10,24,5,47.1647164716472,2620,5565,5.15723270440252,0.610961365678347,0,298
2008,10,25,6,35.6169568508706,941,2685,3.57541899441341,0.186219739292365,1,299
2008,10,26,7,36.0055286800277,1563,4348,2.36890524379025,0.344986200551978,1,300
2008,10,27,1,36.8520066889632,1763,4796,1.93911592994162,0.187656380316931,0,301
2008,10,28,2,43.744752308984,1563,3590,4.45682451253482,0.0557103064066852,0,302
2008,10,29,3,31.791221826809,804,2548,1.68759811616954,0.117739403453689,0,303
2008,10,30,4,28.2711013492313,901,3197,0.750703784798248,0.563027838598686,0,304
2008,10,31,5,31.9598710139735,892,2795,0.930232558139535,0.0715563506261181,0,305
2008,11,1,6,36.555023923445,764,2092,0.956022944550669,1.24282982791587,1,306
2008,11,2,7,43.098510882016,1505,3498,1.0863350485992,0.114351057747284,1,307
2008,11,3,1,36.7914042237866,993,2705,1.55268022181146,0.0739371534195933,0,308
2008,11,4,2,34.1800356506239,767,2249,0.933748332592263,0.222321031569586,0,309
2008,11,5,3,33.5754640839387,832,2487,2.25170888620828,0.0804181745074387,0,310
2008,11,6,4,46.3531669865643,1932,4180,3.66028708133971,0.167464114832536,0,311
2008,11,7,5,39.4306480920654,1953,4967,2.81860277833702,0.181195892893094,0,312
2008,11,8,6,31.9899244332494,762,2388,2.17755443886097,0.33500837520938,1,313
2008,11,9,7,40.1871657754011,1503,3752,1.14605543710021,0.0533049040511727,1,314
2008,11,10,1,32.0451436388509,937,2958,4.15821501014199,0.101419878296146,0,315
2008,11,11,2,40.3579676674365,1398,3488,5.61926605504587,0.114678899082569,0,316
2008,11,12,3,39.6626768226333,1458,3683,1.52049959272332,0.0543035568829758,0,317
2008,11,13,4,50.3932244404114,2499,4980,3.79518072289157,0.261044176706827,0,318
2008,11,14,5,58.9683860232945,3544,6047,6.94559285596163,0.148834132627749,0,319
2008,11,15,6,37.2838616714697,1035,2783,3.01832554796982,0.50305425799497,1,320
