year,month,day,wday,pct_delayed,n_delayed,n_flights,pct_weather_delays,pct_security_delays,diff_pct_delayed,diff_n_delayed,diff_n_flights,diff_pct_weather_delays,diff_pct_security_delays,is_weekend,time
2008,2,6,3,51.0252742012399,3210,6393,9.5573283278586,0.156421085562334,-1.38398737573134,-140,-51,-1.1037517466293,0.0788295275238484,0,37
2008,2,7,4,38.7765089722675,2377,6145,3.97070789259561,0.292921074043938,-12.2487652289723,-833,-248,-5.58662043526299,0.136499988481604,0,38
2008,2,8,5,41.2064062266128,2753,6687,2.72169881860326,0.433677284282937,2.42989725434525,376,542,-1.24900907399235,0.140756210238999,0,39
2008,2,9,6,31.2107904642409,995,3197,2.75258054426024,0.218955270566156,-9.99561576237188,-1758,-3490,0.0308817256569842,-0.214722013716781,1,40
2008,2,10,7,46.16238503013,2911,6324,7.49525616698292,0.332068311195446,14.9515945658891,1916,3127,4.74267562272268,0.11311304062929,1,41
2008,2,11,1,45.7012040020349,2695,5924,6.70155300472654,0.185685347738015,-0.461181028095105,-216,-400,-0.793703162256386,-0.146382963457431,0,42
2008,2,12,2,62.7185314685315,4305,6925,15.7400722021661,0.129963898916968,17.0173274664965,1610,1001,9.03851919743953,-0.0557214488210474,0,43
2008,2,13,3,52.439483255989,4181,8048,8.00198807157058,0.211232604373757,-10.2790482125425,-124,1123,-7.73808413059549,0.08126870545679,0,44
2008,2,14,4,39.3028681213119,2864,7305,2.09445585215606,0.301163586584531,-13.136615134677,-1317,-743,-5.90753221941452,0.0899309822107737,0,45
2008,2,15,5,38.442144373673,2897,7549,2.67585110610677,0.450390780235793,-0.860723747638886,33,244,0.581395253950712,0.149227193651262,0,46
2008,2,16,6,39.7510373443983,1916,4863,10.5490438001234,0.493522516964837,1.3088929707253,-981,-2686,7.87319269401661,0.0431317367290437,1,47
2008,2,17,7,49.9095840867993,3312,6667,6.25468726563672,0.434978251087446,10.1585467424009,1396,1804,-4.29435653448666,-0.0585442658773909,1,48
2008,2,18,1,52.1098300249614,4384,8436,4.22000948316738,0.213371266002845,2.20024593816209,1072,1769,-2.03467778246934,-0.221606985084601,0,49
2008,2,19,2,39.7633327929973,2453,6176,2.08873056994819,0.38860103626943,-12.3464972319641,-1931,-2260,-2.13127891321919,0.175229770266585,0,50
2008,2,20,3,42.1632793661729,2448,5825,7.55364806866953,0.171673819742489,2.39994657317568,-5,-351,5.46491749872134,-0.216927216526941,0,51
2008,2,21,4,48.5062893081761,3702,7662,7.92221352127382,0.221874184286087,6.34300994200318,1254,1837,0.368565452604291,0.0502003645435979,0,52
2008,2,22,5,57.8445301400447,5700,9890,12.1739130434783,0.455005055611729,9.33824083186855,1998,2228,4.25169952220444,0.233130871325642,0,53
2008,2,23,6,40.6633269994818,2354,5802,3.74008962426749,0.413650465356774,-17.1812031405629,-3346,-4088,-8.43382341921077,-0.0413545902549554,1,54
2008,2,24,7,37.8247734138973,2504,6632,2.62364294330519,0.663449939686369,-2.83855358558449,150,830,-1.11644668096231,0.249799474329596,1,55
2008,2,25,1,42.6161042432342,2551,6013,5.75419923499085,0.199567603525694,4.79133082933694,47,-619,3.13055629168567,-0.463882336160675,0,56
2008,2,26,2,61.3886650550631,4571,7470,10.2543507362784,0.133868808567604,18.7725608118289,2020,1457,4.50015150128759,-0.0656987949580906,0,57
2008,2,27,3,34.5559845559846,1790,5182,2.85604013894249,0.347356233114628,-26.8326804990786,-2781,-2288,-7.39831059733595,0.213487424547024,0,58
2008,2,28,4,31.236442516269,1440,4627,1.79381888912903,0.280959585044305,-3.31954203971557,-350,-555,-1.06222124981347,-0.0663966480703224,0,59
2008,2,29,5,41.5386803185438,2921,7042,2.215279750071,0.355012780460097,10.3022378022748,1481,2415,0.421460860941977,0.0740531954157914,0,60
2008,3,1,6,30.8308537422751,1347,4375,1.78285714285714,0.64,-10.7078265762687,-1574,-2667,-0.43242260721386,0.284987219539903,1,61
2008,3,2,7,40.7778951073566,2317,5705,3.99649430324277,0.56091148115688,9.94704136508144,970,1330,2.21363716038563,-0.0790885188431201,1,62
2008,3,3,1,50.6287843502562,3261,6460,10.2476780185759,0.232198142414861,9.85088924289961,944,755,6.25118371533308,-0.328713338742019,0,63
2008,3,4,2,53.7374065648359,3307,6200,7.90322580645161,0.290322580645161,3.1086222145797,46,-260,-2.34445221212424,0.0581244382303006,0,64
2008,3,5,3,41.513837945982,2490,6004,4.3471019320453,0.216522318454364,-12.2235686188539,-817,-196,-3.55612387440631,-0.0738002621907976,0,65
2008,3,6,4,39.3732970027248,2023,5155,7.85645004849661,0.2909796314258,-2.1405409432572,-467,-849,3.5093481164513,0.0744573129714364,0,66
2008,3,7,5,53.8588754134509,4885,9121,8.58458502357198,0.4933669553777,14.4855784107261,2862,3966,0.728134975075372,0.2023873239519,0,67
2008,3,8,6,59.5666892349357,4399,7474,10.5833556328606,0.602087235750602,5.70781382148475,-486,-1647,1.99877060928861,0.108720280372902,1,68
2008,3,9,7,42.4249968878377,3408,8040,3.64427860696517,0.373134328358209,-17.141692347098,-991,566,-6.93907702589541,-0.228952907392393,1,69
2008,3,10,1,37.982900569981,2399,6329,5.59330067941223,0.237004266076789,-4.44209631785667,-1009,-1711,1.94902207244706,-0.13613006228142,0,70
2008,3,11,2,35.6624758220503,1475,4162,6.46323882748679,0.240269101393561,-2.32042474793071,-924,-2167,0.869938148074556,0.00326483531677144,0,71
2008,3,12,3,37.4064333400769,1849,4962,1.22934300685208,0.382910116888352,1.74395751802659,374,800,-5.23389582063471,0.142641015494791,0,72
2008,3,13,4,29.2831336756037,1540,5268,0.930144267274108,0.398633257403189,-8.12329966447315,-309,306,-0.299198739577968,0.0157231405148376,0,73
2008,3,14,5,36.3406763013891,2590,7148,3.30162283156128,0.377728035814214,7.05754262578536,1050,1880,2.37147856428717,-0.0209052215889753,0,74
2008,3,15,6,47.0342643247913,3267,6978,7.32301519059902,1.13212955001433,10.6935880234022,677,-170,4.02139235903775,0.754401514200117,1,75
2008,3,16,7,38.5472496473907,2733,7108,2.23691615081598,0.647158131682611,-8.48701467740055,-534,130,-5.08609903978304,-0.48497141833172,1,76
2008,3,17,1,34.3536899530232,2267,6613,2.38923332829276,0.332678058369878,-4.19355969436751,-466,-495,0.152317177476775,-0.314480073312734,0,77
2008,3,18,2,49.900899527367,3273,6642,7.45257452574526,0.22583559168925,15.5472095743438,1006,29,5.0633411974525,-0.106842466680627,0,78
2008,3,19,3,54.3147751605996,5073,9375,7.424,0.362666666666667,4.4138756332326,1800,2733,-0.028574525745257,0.136831074977416,0,79
2008,3,20,4,41.8267998975147,3265,7818,2.62215400358148,0.34535686876439,-12.4879752630848,-1808,-1557,-4.80184599641852,-0.0173097979022768,0,80
2008,3,21,5,47.2868217054264,3416,7257,7.57888934821552,0.413393964448119,5.46002180791162,151,-561,4.95673534463404,0.0680370956837292,0,81
2008,3,22,6,37.0274277242402,1998,5405,4.2368177613321,0.795559666975023,-10.2593939811862,-1418,-1852,-3.34207158688342,0.382165702526904,1,82
2008,3,23,7,31.960531960532,1490,4668,1.67095115681234,0.492716366752357,-5.06689576370822,-508,-737,-2.56586660451976,-0.302843300222667,1,83
2008,3,24,1,25.6524981357196,1376,5379,1.26417549730433,0.316043874326083,-6.30803382481235,-114,711,-0.406775659508008,-0.176672492426274,0,84
2008,3,25,2,41.9031719532554,2510,5995,1.70141784820684,0.400333611342786,16.2506738175358,1134,616,0.437242350902507,0.0842897370167027,0,85
2008,3,26,3,30.7692307692308,1448,4712,1.48556876061121,0.445670628183362,-11.1339411840247,-1062,-1283,-0.215849087595634,0.0453370168405761,0,86
2008,3,27,4,40.0335008375209,2629,6580,5.04559270516717,0.288753799392097,9.26427006829016,1181,1868,3.56002394455597,-0.156916828791264,0,87
2008,3,28,5,43.3418607782416,3219,7440,2.33870967741936,0.255376344086022,3.30835994072062,590,860,-2.70688302774782,-0.0333774553060758,0,88
2008,3,29,6,31.5397017331721,1565,4971,3.50030175015088,0.462683564675116,-11.8021590450694,-1654,-2469,1.16159207273152,0.207307220589094,1,89
2008,3,30,7,48.8233805668016,3859,7921,4.55750536548416,0.416614063880823,17.2836788336295,2294,2950,1.05720361533328,-0.0460695007942926,1,90
2008,3,31,1,57.2613672162134,5453,9577,8.26981309387073,0.313250495979952,8.43798664941176,1594,1656,3.71230772838658,-0.103363567900871,0,91
2008,4,1,2,46.0234154218813,3420,7463,3.13546831033097,0.495779177274555,-11.2379517943321,-2033,-2114,-5.13434478353977,0.182528681294603,0,92
2008,4,2,3,32.3410588985754,1521,4712,0.997453310696095,0.424448217317487,-13.6823565233059,-1899,-2751,-2.13801499963487,-0.0713309599570672,0,93
2008,4,3,4,39.6511079679397,2523,6388,3.78835316217909,0.250469630557295,7.31004906936428,1002,1676,2.79089985148299,-0.173978586760192,0,94
2008,4,4,5,60.2593599665342,5762,9604,9.56892961266139,0.21865889212828,20.6082519985945,3239,3216,5.78057645048231,-0.0318107384290151,0,95
2008,4,5,6,39.6764252696456,2060,5203,6.0157601383817,0.307514895252739,-20.5829346968886,-3702,-4401,-3.55316947427969,0.0888560031244589,1,96
2008,4,6,7,45.1191501579099,3143,6981,4.99928377023349,0.243518120613093,5.44272488826424,1083,1778,-1.01647636814821,-0.0639967746396461,1,97
2008,4,7,1,33.6972083035075,1883,5602,2.15994287754373,0.321313816494109,-11.4219418544023,-1260,-1379,-2.83934089268976,0.0777956958810165,0,98
2008,4,8,2,37.5606375606376,1626,4357,2.59352765664448,0.0918062887307781,3.86342925713004,-257,-1245,0.433584779100746,-0.229507527763331,0,99
2008,4,9,3,38.0018331805683,2073,5467,2.06694713736967,0.365831351746845,0.441195619930724,447,1110,-0.526580519274808,0.274025063016067,0,100
2008,4,10,4,52.0217633238531,4207,8110,7.22564734895191,0.32059186189889,14.0199301432848,2134,2643,5.15870021158224,-0.0452394898479544,0,101
2008,4,11,5,48.8720824097014,3748,7714,4.04459424423127,0.40186673580503,-3.14968091415171,-459,-396,-3.18105310472064,0.0812748739061395,0,102
2008,4,12,6,36.8969746524939,1805,4901,1.69353193225872,0.2040399918384,-11.9751077572075,-1943,-2813,-2.35106231197255,-0.197826743966629,1,103
2008,4,13,7,30.3671787186212,1621,5342,0.879820292025459,0.655185323848746,-6.52979593387266,-184,441,-0.813711640233264,0.451145332010345,1,104
2008,4,14,1,30.2460538532962,1303,4312,0.950834879406308,0.301484230055659,-0.121124865325012,-318,-1030,0.0710145873808494,-0.353701093793087,0,105
2008,4,15,2,30.2831594634873,1016,3358,0.923168552709947,0.178677784395473,0.0371056101911336,-287,-954,-0.0276663266963615,-0.122806445660185,0,106
2008,4,16,3,35.8089453340696,1297,3625,1.32413793103448,0.275862068965517,5.52578587058225,281,267,0.400969378324536,0.0971842845700438,0,107
2008,4,17,4,30.5548705302096,1239,4084,3.62389813907933,0.514201762977473,-5.25407480385996,-58,459,2.29976020804485,0.238339694011956,0,108
2008,4,18,5,31.7515432098765,1646,5194,1.73276857912977,0.3273007316134,1.19667267966693,407,1110,-1.89112955994957,-0.186901031364073,0,109
2008,4,19,6,32.4410823392493,1115,3443,0.958466453674122,0.145222189950624,0.689539129372797,-531,-1751,-0.774302125455644,-0.182078541662776,1,110
2008,4,20,7,40.5887939221273,2137,5284,4.20136260408781,0.302800908402725,8.14771158287791,1022,1841,3.24289615041369,0.157578718452101,1,111
2008,4,21,1,34.9521203830369,1533,4388,2.25615314494075,0.319051959890611,-5.63667353909032,-604,-896,-1.94520945914706,0.0162510514878855,0,112
2008,4,22,2,30.5505685218432,1021,3344,1.82416267942584,0.149521531100478,-4.40155186119373,-512,-1044,-0.43199046551491,-0.169530428790132,0,113
2008,4,23,3,36.2333168561542,1466,4077,2.91881285258769,0.196222712779004,5.68274833431102,445,733,1.09465017316185,0.0467011816785257,0,114
2008,4,24,4,32.2140608604407,1535,4773,0.963754452126545,0.167609469935051,-4.01925599571351,69,696,-1.95505840046114,-0.0286132428439528,0,115
2008,4,25,5,50.6024096385542,2856,5701,7.43729170320996,0.438519557972286,18.3883487781135,1321,928,6.47353725108342,0.270910088037234,0,116
2008,4,26,6,40.8268733850129,1580,3878,2.73336771531717,0.232078390923156,-9.7755362535413,-1276,-1823,-4.70392398789279,-0.206441167049129,1,117
2008,4,27,7,33.7071240105541,1533,4557,2.128593372833,0.21944261575598,-7.11974937445883,-47,679,-0.60477434248417,-0.0126357751671764,1,118
2008,4,28,1,51.5702736318408,3317,6445,4.45306439100078,0.232738557020947,17.8631496212867,1784,1888,2.32447101816777,0.0132959412649666,0,119
2008,4,29,2,41.8223627479161,1455,3481,2.41309968399885,0.0861821315713875,-9.74791088392472,-1862,-2964,-2.03996470700193,-0.146556425449559,0,120
2008,4,30,3,29.5965417867435,1027,3476,0.546605293440737,0.287686996547756,-12.2258209611726,-428,-5,-1.86649439055811,0.201504864976368,0,121
2008,5,1,4,36.361669911313,1681,4627,3.0041063323968,0.280959585044305,6.76512812456949,654,1151,2.45750103895607,-0.00672741150345085,0,122
2008,5,2,5,60.4617075851961,4950,8226,8.91077072696329,0.303914417699976,24.100037673883,3269,3599,5.90666439456649,0.0229548326556705,0,123
2008,5,3,6,35.974025974026,1385,3852,2.90758047767394,0.363447559709242,-24.4876816111701,-3565,-4374,-6.00319024928935,0.0595331420092663,1,124
2008,5,4,7,33.3090909090909,1374,4129,1.13829014289174,0.290627270525551,-2.66493506493507,-11,277,-1.76929033478219,-0.072820289183691,1,125
2008,5,5,1,38.9747033803448,1741,4472,5.79159212880143,0.134168157423971,5.66561247125384,367,343,4.65330198590969,-0.15645911310158,0,126
2008,5,6,2,37.0420624151967,1365,3696,5.73593073593074,0.270562770562771,-1.93264096514801,-376,-776,-0.0556613928706948,0.136394613138799,0,127
2008,5,7,3,44.9450754049525,2414,5390,2.46753246753247,0.25974025974026,7.90301298975579,1049,1694,-3.26839826839827,-0.0108225108225108,0,128
2008,5,8,4,33.2046332046332,1634,4929,2.17082572529925,0.284033272469061,-11.7404422003193,-780,-461,-0.296706742233218,0.024293012728801,0,129
2008,5,9,5,38.8750208021301,2336,6014,3.525108081144,0.116395078150981,5.67038759749693,702,1085,1.35428235584475,-0.16763819431808,0,130
2008,5,10,6,26.3941605839416,904,3429,1.86643336249635,0.670749489647128,-12.4808602181885,-1432,-2585,-1.65867471864764,0.554354411496146,1,131
2008,5,11,7,39.8967420331138,2241,5626,3.05723426946321,0.426590828297192,13.5025814491722,1337,2197,1.19080090696685,-0.244158661349936,1,132
2008,5,12,1,40.8409859835669,2535,6222,2.55544840887175,0.353584056573449,0.944243950453178,294,596,-0.501785860591461,-0.0730067717237426,0,133
2008,5,13,2,34.8756218905473,1402,4029,2.82948622486969,0.124100273020601,-5.96536409301967,-1133,-2193,0.274037815997949,-0.229483783552848,0,134
2008,5,14,3,41.0883856829803,2250,5495,5.89626933575978,0.0909918107370337,6.21276379243301,848,1466,3.06678311089009,-0.033108462283567,0,135
2008,5,15,4,31.6519327439764,1826,5772,2.66805266805267,0.346500346500347,-9.43645293900385,-424,277,-3.22821666770711,0.255508535763313,0,136
2008,5,16,5,41.8554006968641,2883,6892,3.90307603017992,0.232153221125943,10.2034679528877,1057,1120,1.23502336212725,-0.114347125374403,0,137
2008,5,17,6,26.7326732673267,810,3033,0.461589185624794,0.19782393669634,-15.1227274295374,-2073,-3859,-3.44148684455513,-0.0343292844296029,1,138
2008,5,18,7,34.7088395475492,1657,4790,2.27557411273486,0.292275574112735,7.97616628022249,847,1757,1.81398492711007,0.0944516374163946,1,139
2008,5,19,1,33.6860330896499,1751,5206,1.38301959277756,0.326546292739147,-1.02280645789936,94,416,-0.8925545199573,0.0342707186264123,0,140
2008,5,20,2,45.499524262607,2391,5269,4.97248054659328,0.151831467071551,11.8134911729572,640,63,3.58946095381572,-0.174714825667597,0,141
2008,5,21,3,30.6404958677686,1483,4852,1.13355317394889,0.329760923330585,-14.8590283948384,-908,-417,-3.83892737264439,0.177929456259035,0,142
2008,5,22,4,47.077258482082,3455,7360,3.45108695652174,0.529891304347826,16.4367626143134,1972,2508,2.31753378257285,0.200130381017241,0,143
2008,5,23,5,39.5970149253731,2653,6711,3.2185963343764,0.253315452242587,-7.48024355670889,-802,-649,-0.232490622145343,-0.276575852105239,0,144
2008,5,24,6,30.5328983143013,1123,3687,2.54949823704909,0.27122321670735,-9.06411661107189,-1530,-3024,-0.669098097327305,0.0179077644647634,1,145
2008,5,25,7,29.7097884899164,604,2037,1.66912125675012,0.343642611683849,-0.823109824384872,-519,-1650,-0.880376980298968,0.0724193949764986,1,146
2008,5,26,1,31.9005136523385,1180,3702,1.70178282009724,0.513236088600756,2.19072516242209,576,1665,0.0326615633471217,0.169593476916908,0,147
2008,5,27,2,49.1089472717252,2673,5507,11.7668422008353,0.290539313600872,17.2084336193867,1493,1805,10.0650593807381,-0.222696774999885,0,148
2008,5,28,3,31.4797580269893,1353,4300,1.53488372093023,0.395348837209302,-17.6291892447359,-1320,-1207,-10.2319584799051,0.104809523608431,0,149
2008,5,29,4,30.8922124806601,1198,3879,1.85614849187935,0.206238721319928,-0.58754554632916,-155,-421,0.321264770949118,-0.189110115889374,0,150
2008,5,30,5,46.3996991915774,2468,5330,3.95872420262664,0.150093808630394,15.5074867109172,1270,1451,2.10257571074729,-0.0561449126895338,0,151
2008,5,31,6,47.9398299542185,2199,4609,5.74962030809286,1.10653070080278,1.54013076264108,-269,-721,1.79089610546622,0.956436892172383,1,152
2008,6,1,7,35.2745098039216,1799,5110,3.03326810176125,0.606653620352251,-12.6653201502969,-400,501,-2.71635220633161,-0.499877080450527,1,153
2008,6,2,1,30.0616787342451,1121,3735,2.14190093708166,0.374832663989291,-5.21283106967646,-678,-1375,-0.891367164679592,-0.23182095636296,0,154
2008,6,3,2,50.3265534614667,2697,5389,5.64112080163296,0.129894228984969,20.2648747272216,1576,1654,3.4992198645513,-0.244938435004321,0,155
2008,6,4,3,57.4810480117037,4322,7559,9.14142082286017,0.158751157560524,7.15449455023699,1625,2170,3.50030002122721,0.0288569285755545,0,156
2008,6,5,4,50.0513478818999,3899,7830,4.46998722860792,0.280970625798212,-7.42970012980381,-423,271,-4.67143359425225,0.122219468237688,0,157
2008,6,6,5,50.0748808713411,3678,7369,3.98968652463021,0.230696159587461,0.0235329894411649,-221,-461,-0.48030070397771,-0.050274466210751,0,158
2008,6,7,6,41.3894324853229,2115,5136,2.94003115264798,0.350467289719626,-8.68544838601815,-1563,-2233,-1.04965537198223,0.119771130132165,1,159
2008,6,8,7,53.6893781612615,3609,6824,7.29777256740914,0.33704572098476,12.2999456759386,1494,1688,4.35774141476117,-0.0134215687348665,1,160
2008,6,9,1,50.5956112852665,4035,8024,7.04137587238285,0.411266201395813,-3.09376687599506,426,1200,-0.256396695026292,0.0742204804110529,0,161
2008,6,10,2,45.7297455396315,3127,6875,7.41818181818182,0.218181818181818,-4.86586574563499,-908,-1149,0.376805945798966,-0.193084383213994,0,162
2008,6,11,3,43.1384807752423,2760,6422,4.60915602616008,0.140143257552164,-2.59126476438922,-367,-453,-2.80902579202174,-0.0780385606296538,0,163
2008,6,12,4,39.2857142857143,2684,6852,3.47343841214244,0.364856976065382,-3.85276648952797,-76,430,-1.13571761401763,0.224713718513218,0,164
2008,6,13,5,51.6839864780268,4128,8009,5.9807716319141,0.324634785865901,12.3982721923125,1444,1157,2.50733321977166,-0.0402221901994815,0,165
2008,6,14,6,43.2477064220184,2357,5515,5.14959202175884,0.471441523118767,-8.43628005600844,-1771,-2494,-0.831179610155258,0.146806737252866,1,166
2008,6,15,7,48.5452371462734,3654,7552,4.05190677966102,0.291313559322034,5.29753072425506,1297,2037,-1.09768524209782,-0.180127963796733,1,167
2008,6,16,1,49.438202247191,3828,7780,4.84575835475578,0.244215938303342,0.892965100917593,174,228,0.793851575094767,-0.047097621018692,0,168
2008,6,17,2,44.4744363289933,2801,6316,8.51804939835339,0.237492083597213,-4.96376591819767,-1027,-1464,3.6722910435976,-0.00672385470612846,0,169
2008,6,18,3,40.1209677419355,2189,5500,5.92727272727273,0.254545454545455,-4.35346858705785,-612,-816,-2.59077667108066,0.0170533709482411,0,170
2008,6,19,4,50.0619920099187,3634,7281,14.7781898090922,0.3845625600879,9.94102426798324,1445,1781,8.85091708181943,0.130017105542445,0,171
2008,6,20,5,40.7988809449798,2625,6450,4.26356589147287,0.263565891472868,-9.26311106493893,-1009,-831,-10.5146239176193,-0.120996668615032,0,172
2008,6,21,6,39.9058482708673,2204,5550,6.66666666666667,0.468468468468469,-0.893032674112511,-421,-900,2.4031007751938,0.2049025769956,1,173
2008,6,22,7,55.7653405259609,4135,7446,7.44023636852001,0.255170561375235,15.8594922550936,1931,1896,0.773569701853344,-0.213297907093233,1,174
2008,6,23,1,49.6293504209072,3950,7970,5.20702634880803,0.326223337515684,-6.13599010505375,-185,524,-2.23321001971198,0.0710527761404488,0,175
2008,6,24,2,40.1176470588235,2387,5966,3.78813275226282,0.234663090848139,-9.51170336208362,-1563,-2004,-1.41889359654521,-0.0915602466675444,0,176
2008,6,25,3,43.6454588088166,2792,6443,4.92006829116871,0.139686481452739,3.52781174999311,405,477,1.13193553890589,-0.0949766093954,0,177
2008,6,26,4,56.3344701275736,4460,7973,7.85149880847862,0.163050294744764,12.6890113187569,1668,1530,2.93143051730991,0.0233638132920242,0,178
2008,6,27,5,49.7849462365592,4167,8407,4.53193767098846,0.190317592482455,-6.54952389101443,-293,434,-3.31956113749015,0.0272672977376915,0,179
2008,6,28,6,45.8749168330007,2758,6087,7.26137670445211,0.509282076556596,-3.91002940355848,-1409,-2320,2.72943903346365,0.318964484074141,1,180
2008,6,29,7,56.1956957625986,4204,7543,8.0471960758319,0.265146493437624,10.3207789295979,1446,1456,0.785819371379787,-0.244135583118972,1,181
2008,6,30,1,35.9252461204739,2153,6001,2.71621396433928,0.199966672221296,-20.2704496421247,-2051,-1542,-5.33098211149262,-0.0651798212163278,0,182
2008,7,1,2,31.4566577301162,1408,4483,1.40530894490297,0.22306491188936,-4.46858839035771,-745,-1518,-1.31090501943631,0.0230982396680633,0,183
2008,7,2,3,45.4511558538404,2438,5397,7.39299610894942,0.685566055215861,13.9944981237242,1030,914,5.98768716404645,0.462501143326501,0,184
