Year,County,BLM,USFS,State,County and Municipal,Industry,NIP,Native American,Total Of Volume,Total Private,Total Public
2018,UMATILLA,0,5329,0,269,795,5728,656,12777,7179,5598
2018,UNION,0,3650,0,0,27597,11501,0,42748,39098,3650
2018,WALLOWA,0,1692,15,5,35722,6730,0,44164,42452,1712
2018,WASCO,0,443,0,0,1412,4959,0,6814,6371,443
2018,WASHINGTON,3740,0,39156,2201,67982,39231,0,152310,107213,45097
2018,WHEELER,0,3268,0,0,2895,785,0,6948,3680,3268
2018,YAMHILL,1004,5459,21,4901,101329,27316,5639,145669,134284,11385
2019,BENTON,9617,2056,8810,1032,71926,16061,,109502,87987,21515
2019,CLACKAMAS,1545,15634,313,2028,74338,44447,,138306,118785,19521
2019,CLATSOP,0,,75620,746,135899,3519,,215784,139418,76366
2019,COLUMBIA,5529,,4799,3538,116311,18968,,149145,135279,13866
2019,COOS,14842,10625,62,18030,116909,15474,,175942,132383,43559
2019,CURRY,1106,25759,0,,58282,2859,,88006,61141,26865
2019,DOUGLAS,31157,13112,293,13545,547271,54587,,659965,601858,58107
2019,HOOD RIVER,0,10634,0,12081,9649,5490,,37854,15139,22715
2019,JACKSON,11264,7536,0,1486,54263,4281,,78830,58544,20286
2019,JOSEPHINE,4230,2076,539,8667,15494,35301,,66307,50795,15512
2019,LANE,31656,83914,18550,337,279295,39267,,453019,318562,134457
2019,LINCOLN,9,14419,8005,,124210,8711,,155354,132921,22433
2019,LINN,4571,7928,13097,3697,242420,20864,,292577,263284,29293
2019,MARION,2622,1610,5745,36,20082,11977,,42072,32059,10013
2019,MULTNOMAH,0,,1,,7095,2012,,9108,9107,1
2019,POLK,6633,,2236,,91739,7859,,108467,99598,8869
2019,TILLAMOOK,5155,13115,102714,1885,71840,1637,1556,197902,75033,122869
2019,WASHINGTON,1952,,37360,2072,52772,23272,,117428,76044,41384
2019,YAMHILL,5406,1014,5,4141,77309,19947,7486,115308,104742,10566
2019,BAKER,630,6441,0,84,1062,8595,0,16812,9657,7155
2019,CROOK,0,13005,0,0,0,79,0,13084,79,13005
2019,DESCHUTES,0,19807,0,0,4742,6,0,24555,4748,19807
2019,GILLIAM,0,0,0,0,0,0,0,0,0,0
2019,GRANT,0,25381,0,0,14,9974,0,35369,9988,25381
2019,HARNEY,0,13271,0,0,0,0,0,13271,0,13271
2019,JEFFERSON,0,2924,0,0,578,28,0,3530,606,2924
2019,KLAMATH,5448,43320,11654,0,44427,1873,0,106722,46300,60422
2019,LAKE,0,8525,0,0,7242,0,0,15767,7242,8525
2019,MALHEUR,0,0,0,0,0,1600,0,1600,1600,0
2019,MORROW,0,0,0,132,0,0,0,132,0,132
2019,SHERMAN,0,0,0,0,0,0,0,0,0,0
2019,UMATILLA,0,2203,0,0,9016,5053,0,16272,14069,2203
2019,UNION,0,3748,0,0,32724,7729,0,44201,40453,3748
2019,WALLOWA,0,784,0,0,23065,3847,0,27696,26912,784
2019,WASCO,0,1461,0,0,4302,270,0,6033,4572,1461
2019,WHEELER,0,4043,0,0,1114,214,0,5371,1328,4043
